News,Tag,NewsLink
Thailand CDC announces green chiretta can cure coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=thailand-cdc-announces-green-chiretta-can-cure-coronavirus
List comparing diseases with coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=list-comparing-diseases-with-coronavirus
Police has “free entry in houses and buildings” in Malaga to identify possible coronavirus infections.,FALSE,https://www.poynter.org/?ifcn_misinformation=police-has-free-entry-in-houses-and-buildings-in-malaga-to-identify-possible-coronavirus-infections
A graphic has been shared in multiple posts on Facebook alongside a claim it contains a quote from Philippine Vice President Leni Robredo that bats are the “enemy” in the novel coronavirus pandemic.,FALSE,https://www.poynter.org/?ifcn_misinformation=a-graphic-has-been-shared-in-multiple-posts-on-facebook-alongside-a-claim-it-contains-a-quote-from-philippine-vice-president-leni-robredo-that-bats-are-the-enemy-in-the-novel-coronavirus-pandemic
This photo shows a Sri Lankan airline pilot who tested positive for the novel coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=this-photo-shows-a-sri-lankan-airline-pilot-who-tested-positive-for-the-novel-coronavirus
"Claim that 35 people infected by coronavirus being treated in Ivory Coast within a military station, quoting a document from the French investigation website Mediapart.",FALSE,https://www.poynter.org/?ifcn_misinformation=claim-that-35-people-infected-by-coronavirus-being-treated-in-ivory-coast-within-a-military-station-quoting-a-document-from-the-french-investigation-website-mediapart
Water boiled with garlic cures coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=water-boiled-with-garlic-cures-coronavirus
Helicopters are going to spread chemicals against the coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=helicopters-are-going-to-spread-chemicals-against-the-coronavirus
"Javier Orthega Smith, from VOX, said that he prefers to have coronavirus than have “homosexualism”.",FALSE,https://www.poynter.org/?ifcn_misinformation=javier-orthega-smith-from-vox-said-that-he-prefers-to-have-coronavirus-than-have-homosexualism
Video shows Chinese police crackdown on coronavirus patients.,FALSE,https://www.poynter.org/?ifcn_misinformation=video-shows-chinese-police-crackdown-on-coronavirus-patients
A photo of a room lined with coffins has been shared thousands of times in multiple Facebook posts that claim it shows Italian nationals killed during the novel coronavirus pandemic in 2020.,FALSE,https://www.poynter.org/?ifcn_misinformation=a-photo-of-a-room-lined-with-coffins-has-been-shared-thousands-of-times-in-multiple-facebook-posts-that-claim-it-shows-italian-nationals-killed-during-the-novel-coronavirus-pandemic-in-2020
The WHO coronavirus test “was a bad test.”,FALSE,https://www.poynter.org/?ifcn_misinformation=the-who-coronavirus-test-was-a-bad-test
Traditional Cures And Self-Checks For coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=traditional-cures-and-self-checks-for-coronavirus
Photo showing the bad accommodations conditions for people recently arrived in the country and quarantined because of the novel coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=photo-showing-the-bad-accommodations-conditions-for-people-recently-arrived-in-the-country-and-quarantined-because-of-the-novel-coronavirus
Photo of Meat (mutton) affected by coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=photo-of-meat-mutton-affected-by-coronavirus
Drinking Alcohol Can Kill Corona Covid-19 Virus,FALSE,https://www.poynter.org/?ifcn_misinformation=drinking-alcohol-can-kill-corona-covid-19-virus
"Flu vaccine increases coronavirus risk 36%, says military study.",Unsupported,https://www.poynter.org/?ifcn_misinformation=flu-vaccine-increases-coronavirus-risk-36-says-military-study
Gargling water with salt or vinegar “eliminates” the coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=gargling-water-with-salt-or-vinegar-eliminates-the-coronavirus
Turmeric And Lemon Help Fight Against coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=turmeric-and-lemon-help-fight-against-coronavirus
"A video viewed tens of thousands of times on Facebook and YouTube purports to show billionaire businessman Jack Ma praising China’s response to the outbreak of the novel coronavirus, COVID-19.",FALSE,https://www.poynter.org/?ifcn_misinformation=a-video-viewed-tens-of-thousands-of-times-on-facebook-and-youtube-purports-to-show-billionaire-businessman-jack-ma-praising-chinas-response-to-the-outbreak-of-the-novel-coronavirus-covid-19
The word “coronavirus” used on various sanitary products suggest that the outbreak of COVID-19 is a planned operation.,FALSE,https://www.poynter.org/?ifcn_misinformation=the-word-coronavirus-used-on-various-sanitary-products-suggest-that-the-outbreak-of-covid-19-is-a-planned-operation
Saline water kills the new coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=saline-water-kills-the-new-coronavirus
35 Italians tourists don’t want to leave Ethiopia and go back in Italy because of the coronavirus.,Misleading,https://www.poynter.org/?ifcn_misinformation=35-italians-tourists-dont-want-to-leave-ethiopia-and-go-back-in-italy-because-of-the-coronavirus
All baby formula providers are shipping formula for free during coronavirus outbreak.,Misleading,https://www.poynter.org/?ifcn_misinformation=all-baby-formula-providers-are-shipping-formula-for-free-during-coronavirus-outbreak
“Sunlight actually can kill the [novel coronavirus].”,FALSE,https://www.poynter.org/?ifcn_misinformation=sunlight-actually-can-kill-the-novel-coronavirus
"A legal decree in France, published on March 15th, sets the ground for the use of the army in the fight against the novel coronavirus.",FALSE,https://www.poynter.org/?ifcn_misinformation=a-legal-decree-in-france-published-on-march-15th-sets-the-ground-for-the-use-of-the-army-in-the-fight-against-the-novel-coronavirus
Corona Virus Detection Can Be Done by Holding Your Breath 10 Seconds,FALSE,https://www.poynter.org/?ifcn_misinformation=corona-virus-detection-can-be-done-by-holding-your-breath-10-seconds
Dallas student celebrating spring break collapses from coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=dallas-student-celebrating-spring-break-collapses-from-coronavirus
Coronavirus Outbreak Prompted Gun And Ammunition Policy Changes At Walmart.,Old policy,https://www.poynter.org/?ifcn_misinformation=coronavirus-outbreak-prompted-gun-and-ammunition-policy-changes-at-walmart
Coronavirus is the least deadly virus.,FALSE,https://www.poynter.org/?ifcn_misinformation=coronavirus-is-the-least-deadly-virus
Drinking water and gargling with salt or vinegar eliminate the novel coronavirus,FALSE,https://www.poynter.org/?ifcn_misinformation=drinking-water-and-gargling-with-salt-or-vinegar-eliminate-the-novel-coronavirus
CDC warning people that morel mushroom increases coronavirus risk by 200%.,FALSE,https://www.poynter.org/?ifcn_misinformation=cdc-warning-people-that-morel-mushroom-increases-coronavirus-risk-by-200
“A looting” in a supermarket due to the coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=a-looting-in-a-supermarket-due-to-the-coronavirus
Claim that coronavirus stays in the throat 4 days before reaching the lungs and that gargling lukewarm water with vinegar and salt can kill it.,FALSE,https://www.poynter.org/?ifcn_misinformation=claim-that-coronavirus-stays-in-the-throat-4-days-before-reaching-the-lungs-and-that-gargling-lukewarm-water-with-vinegar-and-salt-can-kill-it
Egypt Health Minister has given to China the vaccine against coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=egypt-health-minister-has-given-to-china-the-vaccine-against-coronavirus
Helicopters will spray Spanish cities to disinfect them from coronaviruses.,FALSE,https://www.poynter.org/?ifcn_misinformation=helicopters-will-spray-spanish-cities-to-disinfect-them-from-coronaviruses
Says Anthony Fauci’s statement that the coronavirus death rate is 10 times that of the seasonal flu is “a claim without any scientific basis.”,FALSE,https://www.poynter.org/?ifcn_misinformation=says-anthony-faucis-statement-that-the-coronavirus-death-rate-is-10-times-that-of-the-seasonal-flu-is-a-claim-without-any-scientific-basis
Insurance companies in Spain cease to cover traffic accidents due to coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=insurance-companies-in-spain-cease-to-cover-traffic-accidents-due-to-coronavirus
Israel has found a cure and a vaccine for coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=israel-has-found-a-cure-and-a-vaccine-for-coronavirus
Chinese Police crackdown on suspected coronavirus patients.,FALSE,https://www.poynter.org/?ifcn_misinformation=chinese-police-crackdown-on-suspected-coronavirus-patients
Insurance companies stop covering traffic accidents because the coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=insurance-companies-stop-covering-traffic-accidents-because-the-coronavirus
Ibuprofen worsen coronavirus infection.,FALSE,https://www.poynter.org/?ifcn_misinformation=ibuprofen-worsen-coronavirus-infection
"Coronavirus pneumonia is similar to a dry cough &amp; Hot Weather, Garlic And Hot Water Are Remedies for COVID-19.",FALSE,https://www.poynter.org/?ifcn_misinformation=coronavirus-pneumonia-is-similar-to-a-dry-cough-hot-weather-garlic-and-hot-water-are-remedies-for-covid-19
Video shows problems faced by Chinese police while catching coronavirus-infected people.,Mostly false,https://www.poynter.org/?ifcn_misinformation=video-shows-problems-faced-by-chinese-police-while-catching-coronavirus-infected-people
Red soap and white handkerchiefs are good against the coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=red-soap-and-white-handkerchiefs-are-good-against-the-coronavirus
Coronavirus patient arrested in Punjab,FALSE,https://www.poynter.org/?ifcn_misinformation=coronavirus-patient-arrested-in-punjab
Nostradamus predicted the coronavirus pandemic.,FALSE,https://www.poynter.org/?ifcn_misinformation=nostradamus-predicted-the-coronavirus-pandemic
"A video shows an Italian doctor who says that nobody died only from coronavirus in Italy, that it’s not more dangerous than a flu.",FALSE,https://www.poynter.org/?ifcn_misinformation=a-video-shows-an-italian-doctor-who-says-that-nobody-died-only-from-coronavirus-in-italy-that-its-not-more-dangerous-than-a-flu
Cristiano Ronaldo will convert his hotels into coronavirus hospitals.,FALSE,https://www.poynter.org/?ifcn_misinformation=cristiano-ronaldo-will-convert-his-hotels-into-coronavirus-hospitals
China has successfully developes a vaccine ready to combat coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=china-has-successfully-developes-a-vaccine-ready-to-combat-coronavirus
"European and South American flights cause chaos at Mexico Airport, due to coronavirus.",FALSE,https://www.poynter.org/?ifcn_misinformation=european-and-south-american-flights-cause-chaos-at-mexico-airport-due-to-coronavirus
“Bill Gates told us about the coronavirus in 2015.”,Mostly True,https://www.poynter.org/?ifcn_misinformation=bill-gates-told-us-about-the-coronavirus-in-2015
"A meme posted offers mixed advice — some true, some false — about coronavirus protection.",Mixed,https://www.poynter.org/?ifcn_misinformation=a-meme-posted-offers-mixed-advice-some-true-some-false-about-coronavirus-protection
Says businesses will give you free baby formula during the coronavirus outbreak.,PANTS ON FIRE,https://www.poynter.org/?ifcn_misinformation=says-businesses-will-give-you-free-baby-formula-during-the-coronavirus-outbreak
This is a video purporting to show how the coronavirus is transmitted betwen people,FALSE,https://www.poynter.org/?ifcn_misinformation=this-is-a-video-purporting-to-show-how-the-coronavirus-is-transmitted-betwen-people
A video viewed more than 2.4 million times on Facebook urges people to inhale steam to “kill” the novel coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=a-video-viewed-more-than-2-4-million-times-on-facebook-urges-people-to-inhale-steam-to-kill-the-novel-coronavirus
A video showing a man infected with coronavirus and touching pieces of bread in a supermarket in Europe.,FALSE,https://www.poynter.org/?ifcn_misinformation=a-video-showing-a-man-infected-with-coronavirus-and-touching-pieces-of-bread-in-a-supermarket-in-europe
